,global_id,ID,SculpName,Latitude_WGS84,Author,ManufactYear,Material,Description,LocationPlace,Longitude_WGS84,Photo,geoData
333,1058867097,358,Бюст неизвестного,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,46cebf74-04ae-4f28-a886-8e2315b09458,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
335,1058867240,360,«Александр I»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,2900cfe7-1dfd-46ce-a3f6-e509b0c0d458,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
336,1058867282,361,«Покров Богоматери»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,b64ecae9-6459-4e40-9705-98b71fddd606,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
337,1058867374,362,«Крест»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,1a892f12-b30e-4287-af62-a894ae81e737,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
338,1058867450,363,«Н.Н. Миклухо-Маклай с супругой»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,1fe93c0b-987f-4555-a261-7f696b2f2c98,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
341,1058867850,366,«Гагарин» (Бюст),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,c0b3efd9-aa12-46de-893c-511a5420ab85,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
342,1058867921,367,«Иоанн четвёртый Грозный»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,5dafad99-dfe1-4fbc-b5f2-2564f7bcdbd6,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
343,1058867995,368,«Композиция в память о жертвах Холокоста»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,534cb8f0-1cf0-43c4-b72e-1eb24ec3f9d4,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
344,1058868104,369,«Папа Иоанн Павел II»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,a3e12576-6989-426b-8335-ddc67290c3e4,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
345,1058868207,370,«Святая Нина»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,23295df8-2166-4868-b986-0b5423eec431,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
347,1058868428,372,«Апостол Павел»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,fbe4b6ae-e99d-4aec-9e22-3e4e7415b798,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
348,1058868461,373,«Еврей» Из серии «Горожане»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,f45a5692-0079-4d09-ae06-c051c03bf349,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
349,1058868508,374,«В здоровом теле здоровый дух»,55.766447,['Церетели Зураб Константинович'],2003.0,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,3813b972-8ae9-4aae-b505-f16564a2e4b8,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
350,1058868773,375,«Борис Пастернак»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,29079406-2868-44a2-b7a2-0dd244db8400,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
351,1058868857,376,«Композиция на античные сюжеты»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,a1206a76-9a03-4d48-b4aa-1668fb87236c,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
352,1058868950,377,«Св.Георгий Победоносец»,55.766447,['Церетели Зураб Константинович'],1990.0,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,d3189a6f-5107-44df-b5b3-9f78c8caa973,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
360,1058869925,385,«Свеча» (Малая),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,844e1d61-762b-44e3-94fc-ab27a640b472,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
361,1058870068,386,«Свеча» (Средняя),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,a01d9cfc-c5c7-4fa9-a306-1f3cdbf4f66c,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
362,1058870258,387,«Свеча» (Большая),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,97c419dc-412a-4923-993c-9215952e39f2,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
363,1058870325,388,«Конь»,55.766447,['Церетели Зураб Константинович'],,Алюминий,-,ГБУК «Московский музей современного искусства»,37.576956,84a21650-89e0-4f06-be80-a2fc8b7bf231,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
364,1058870402,389,«Конь»,55.766447,['Церетели Зураб Константинович'],,Алюминий,-,ГБУК «Московский музей современного искусства»,37.576956,8074d71e-7d72-4aed-a1bf-abbb0e3eadf8,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
365,1058870484,390,«Ирина» (Бюст),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,db658b74-787b-4b9f-b539-b0dfe02ea17d,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
366,1058870618,391,«Сила» Скульптурная композиция «Сила и Справедливость»,55.766447,['Церетели Зураб Константинович'],2001.0,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,b86aadca-bec4-448d-8266-5825074c9464,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
367,1058870892,392,«Справедливость» Скульптурная композиция «Сила и Справедливость»,55.766447,['Церетели Зураб Константинович'],2001.0,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,078a1788-1137-45fe-8e79-030f49b1e820,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
369,1058871060,394,«Ангел» Рельеф. Левая часть. Триптих.,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,835d9e3b-2d16-4c0f-9f23-eee8b7c79ac6,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
370,1058871167,395,«Ангел» Рельеф. Правая часть. Триптих.,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,aa71f229-3c9d-487f-b5a5-a8f4c1afe598,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
371,1058871251,396,«Композиция с инструментами муз»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,34ce550f-cca7-49a3-9824-884b5da0a856,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
372,1058871333,397,«Композиция со св.Ниной»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,3d1c7204-d444-494a-91fb-3b347603eb3e,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
377,1058871915,402,«Пиросмани»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,440c8149-1630-40ca-92fd-730fdd5c89fc,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
378,1058872125,403,«Бальзак»,55.766447,['Церетели Зураб Константинович'],1998.0,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,a21d451d-5a07-4b15-96fe-65e23d15a197,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
379,1058872204,404,«Сон»,55.766447,['Церетели Зураб Константинович'],,Гранит,-,ГБУК «Московский музей современного искусства»,37.576956,cdfa503d-8dc5-40b7-a14f-f6481f035fa5,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
380,1058872213,405,«Верблюд»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,8fadf024-eede-4597-9879-d70006c52668,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
381,1058872438,406,«Св.Нина» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,70b88078-812a-4a09-b6a4-01ddf44ed3b0,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
387,1058873058,412,«Св.Георгий» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,b62a6670-c3d9-4599-8413-291f5459f009,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
390,1058873562,415,«Композиция с двумя Архангелами»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,802388e9-e13e-4228-91c9-85bdaed242d4,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
392,1058873907,417,«Колумб» (Вариант в яйце),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,04aefb1e-bbd6-408f-a13c-2721b6ce9809,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
395,1058874336,420,Без названия (Рельефное панно с паутиной),55.766447,['Церетели Зураб Константинович'],,Медь,-,ГБУК «Московский музей современного искусства»,37.576956,dd2403da-2ca6-4ce2-9275-fd79def07023,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
396,1058874582,421,«Петр I»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,d6053a82-c7c3-4587-afd5-a2b362b3b703,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
398,1058874805,423,«Музы»,55.766447,['Церетели Зураб Константинович'],,Медь,-,ГБУК «Московский музей современного искусства»,37.576956,8080586d-6306-4c2f-81db-ef9ecbc915db,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
403,1058875402,428,Без названия (Рельефное панно),55.766447,['Церетели Зураб Константинович'],,Металл,-,ГБУК «Московский музей современного искусства»,37.576956,fce8363d-1fe2-4d9f-9a6f-7881253180f5,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
408,1058876431,433,Без названия (Композиция с обнаженным),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,fb7bc139-9ed0-45de-bc3d-d7fa8d9de6eb,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
409,1058876813,434,«Пушкин» (Бюст),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,8582efe3-e5dd-4194-80ac-73a3569cbcc0,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
412,1058877238,437,«Колумб» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,fb9ae9e4-0d82-4984-988c-4b76de4148e6,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
416,1058877733,441,«Лошадь»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,2a0405aa-4532-4cd4-baf4-65f834644821,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
417,1058877845,442,«Крокодил»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,25a05b54-f793-4e03-9081-19ea131d9a4e,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
418,1058877983,443,«Носорог»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,0e224078-e2a4-4e56-84d5-2175ebed23db,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
419,1058878109,444,«Носорог» (Малый),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,60eb6805-412a-4add-b731-311ad92bf9bb,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
420,1058878373,445,«Кабан»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,f77f6fb5-55ac-4342-aec2-2deb7b409425,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
421,1058878488,446,«Кабан» (Малый),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,c8377eea-b396-4c31-b69c-ec436c614556,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
422,1058878536,447,«Жираф»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,d90af248-b46a-427f-9247-043f1e661c38,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
423,1058878704,448,«Жираф» (Малый),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,c953b407-63b6-4984-98d0-3fb92dcf7dc1,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
424,1058878946,449,«Тюлень»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,a6f0a5ec-8183-444f-9f64-5dd65ed9bbbc,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
425,1058879134,450,«Адам»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,f4114325-2537-465f-923f-a51cbd6b1572,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
426,1058879166,451,«Ева»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,410e2d1d-6b7c-49ab-b209-afd1d6fceaea,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
427,1058879589,452,«Волк» (С поджатой лапой),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,8ee63854-0a07-457d-9b6c-9561f2ff7ef1,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
428,1058879873,453,«Кайман»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,752b79dd-02f7-4807-8337-63f44facd519,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
429,1058879944,454,«Лось»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,a46009b0-77fb-4809-8fd7-5208569a58ac,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
430,1058880036,455,«Бык»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,fa4817b2-a788-4b2a-b268-50b7b999628c,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
431,1058880136,456,«Рыба»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,445852de-c882-4fff-a127-0054d3f81b73,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
432,1058880330,457,«Точильщик» Из серии «Горожане»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,ccc5be2c-48ff-47bb-944b-90a2e06f6f95,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
433,1058880610,458,«Сказки Пушкина» (Дуб),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,ecd7cd70-e4f4-44da-b144-8cb42c021f45,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
438,1058881204,463,«Рельефная композиция с африканским сюжетом»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,77e06c40-deb3-415d-9370-08b7b731759a,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
441,1058881474,466,«Мальчик с флейтой»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,e2745412-11bb-4f30-b2a5-d35f8e2dce65,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
442,1058881523,467,«Продавец рыбы» Из серии «Горожане»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,ff1ddd63-789a-4531-aaeb-cef1aeef2658,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
443,1058881664,468,Без названия (Игра) из серии «Горожане»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,84d849e1-8374-41b5-9d98-63cbb920f61f,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
444,1058881820,469,«Волк» (Сидящий),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,85ba1abe-5625-485b-97f4-6d82269eb40b,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
445,1058881923,470,«Пантера»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,b7335ea5-057f-435e-a8af-368209f23358,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
446,1058882116,471,«Обезьяны»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,cc571289-cae3-444d-9d76-dcdca2c8859a,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
447,1058882224,472,«Слоник»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,4978949f-eacd-4f78-9100-d3976806fc4b,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
448,1058884972,473,«Волк»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,43a4aee9-05ed-4d22-839b-2b8e687459a9,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
452,1058886679,477,Без названия Из серии «Горожане» (Сапожник),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,43e69247-f99c-4500-a798-430816487850,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
453,1058886863,478,«Акробаты» Из серии «Цирк»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,2b0d50b8-693c-45d4-8319-521638115f91,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
455,1058887374,480,«Черепаха»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,f1657ac3-818c-47d9-a8ca-239527afb0f9,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
462,1058888189,487,«Кинто»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,f58ee7db-6a82-4a21-a1ef-d7739689b6f6,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
463,1058888346,488,Без названия (Мужчина с ритоном над головой),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,0b0cec2c-d43c-475f-91f7-b7a3472ddf66,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
465,1058888761,490,Без названия. Из серии «Горожане»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,6b10580e-bf5b-455f-87c0-58882c3f7cdb,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
466,1058889001,491,Без названия (Лошадка),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,0a4e12c3-bbbf-4380-a485-4d7eeee221e5,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
468,1058889605,493,«Колумб» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,8d19246f-b16f-41d3-a112-fabeb0120f12,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
471,1058890020,496,Без названия из серии «Горожане»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,5137d859-969a-4cd0-b0bf-3beb43c15b40,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
509,1058959788,534,Без названия (Солдат),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,aa30df2e-0299-4e8d-8129-e770c24b8f1a,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
512,1058960022,537,Без названия (Солдат с автоматом),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,4887144a-f232-438f-9640-582ab6259200,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
513,1058960047,538,Без названия (Солдат с автоматом),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,72ef72bc-9b69-47db-a4e7-cf7c2f3bb0d3,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
514,1058960048,539,Без названия (Солдат с распростертыми руками),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,d209cc3b-4694-471d-a920-35ff0af1864d,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
515,1058960131,540,«Св.Георгий Победоносец» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,7f1da7cb-6c69-4123-a001-d54b670279e0,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
517,1058960280,542,Без названия (Пушка),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,add4905f-1394-4491-aa85-35509bd39fed,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
518,1058960354,543,«Композиция с конным воином»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,24c8bf1b-4bb0-4db3-b9bd-2540ea82efd0,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
527,1058961268,552,«Св.Георгий Победоносец» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,f2faf3cd-1fe4-40b8-8ec8-031a6b544f69,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
528,1058961324,553,Без названия (Святая),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,a2d4eff7-78f6-496c-97a4-e9b5e3fd41e3,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
530,1058961492,555,«Композиция с птицами на ветках»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,d0abb2c3-963d-440e-a202-ce28274e7e03,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
531,1058961671,556,«Композиция с ромбом»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,781fd515-ae11-4743-8d79-c8821ccaedc7,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
533,1058961843,558,Абстрактная композиция с раструбами,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,fbd0d6be-9fc0-4ecc-99c7-ed3e32ccfe2a,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
534,1058961878,559,Без названия (Модель часовни Александра Невского),55.766447,['Церетели Зураб Константинович'],,Металл,-,ГБУК «Московский музей современного искусства»,37.576956,faf81bda-5f10-4d7c-8dd0-9e3ebca97d13,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
536,1058962097,561,Проект памятника Колумбу (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,b0d786e2-a4e1-47a7-97be-b4f9e426823c,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
540,1058962489,565,Рельеф «Вильнюс»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,14e5b824-af76-43f0-af77-31b031dea168,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
541,1058962547,566,Рельеф «Минск»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,8f6896e8-88eb-455e-91fa-e7a1655149d9,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
542,1058962613,567,Рельеф «Ереван»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,9fa20487-1f66-47e4-99d4-a9f1236fd6d7,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
543,1058962677,568,Рельеф «Рига»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,f82677db-d003-486e-a5cc-94367bd9810e,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
544,1058962728,569,Рельеф «Киев»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,a3937a9c-52bf-4d3b-8011-a60042a48a2b,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
545,1058962794,570,Рельеф «Баку»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,7ca2c478-d11d-48de-a57a-ffa45edbc428,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
546,1058963011,571,«Символ олимпиады в Сочи»,55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,96fef771-2bb2-412e-a231-336a5fa63c84,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
548,1058963238,573,«Св.Георгий Победоносец» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,99a74a62-6c7c-4ad6-8ce5-e432409538f9,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
549,1058963325,574,«Св.Георгий Победоносец» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,e5937bc1-4e81-4dd9-b065-e2cd51c91f23,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
550,1058963395,575,«Св.Георгий Победоносец» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,b8c52d9b-e06a-421d-8aab-3bccd8ce5be1,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
551,1058963502,576,«Св.Георгий Победоносец» (Вариант),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,3b43482c-d7bc-4957-a286-8e9a2ffab318,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
554,1058963843,579,Варианты скульптурного оформления Храма Христа Спасителя,55.766447,['Церетели Зураб Константинович'],,Пластик,-,ГБУК «Московский музей современного искусства»,37.576956,71f38d64-e3ae-4f12-bc3d-ff29113a0abb,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
