,global_id,ID,SculpName,Latitude_WGS84,Author,ManufactYear,Material,Description,LocationPlace,Longitude_WGS84,Photo,geoData
0,881805531,1,«Древо сказок (дерево сказок)»,55.763149,['Скульптор Церетели Зураб Константинович'],1996.0,Металл,Скульптура с изображением животных и героев сказок,ГАУ «Московский зоопарк»,37.578302,0d8286ed-e040-4c66-9a14-2e180696e4bd,"{'type': 'Point', 'coordinates': [37.578302, 55.763149]}"
2,881805686,3,«Участникам московского декабрьского вооруженного восстания одна тысяча девятьсот пятого года»,55.738813,['Скульптор Владимир Глебов'],1957.0,Бронза,"Памятник представляет собой бронзовую скульптуру рабочего в полный рост, размещенную на бронзовой плите на гранитном постаменте.",ГАУК г. Москвы ПКиО «Перовский»,37.773086,96b75fe2-4d2d-4bc4-bea0-4af0e4a270e0,"{'type': 'Point', 'coordinates': [37.773086, 55.738813]}"
3,881805715,4,«Ямщику»,55.765565,['Скульптор Салават Щербаков'],2009.0,Бронза,"Бронзовая скульптура шагающего ямщика в левой руке держащем конскую сбрую, на правом плече перекинута дуга.","ГАУК г. Москвы ПКиО «Перовский», Зона отдыха «Терлецкая Дубрава»",37.814405,412e7c68-a259-4f87-8fb2-21a206b8ec87,"{'type': 'Point', 'coordinates': [37.814405, 55.765565]}"
4,881805742,5,«Военному инструктору с собакой»,55.765577,['Скульптор Салават Щербаков'],2009.0,Бронза,Памятник представляет собой бронзовые скульптуры присевшего на колено поводыря и овчарки. Именно здесь с 1924 года располагалась центральная военно-техническая школа служебного собаководства Красной Армии.,"ГАУК г. Москвы ПКиО «Перовский», Зона отдыха «Терлецкая Дубрава»",37.8214,21f3d141-e237-4bc1-ae7e-479f4eede68b,"{'type': 'Point', 'coordinates': [37.8214, 55.765577]}"
5,881824098,27,«Бюст с постаментом Виктора Гюго»,55.770236,['Скульптор Лоран Оноре Маркест'],1920.0,Бронза,"Памятник-бюст Виктору Гюго находится в саду «Эрмитаж», в непосредственной близости от театра «Сфера». Бюст расположен в западной части сада с двухтысячного года, является творением скульптора Лорана Маркеста. Памятник Виктора Гюго был подарен саду «Эрмитаж» мэрией Парижа. Бюст гениального французского поэта, прозаика и драматурга окружен живописной цветочной клумбой и является бесценным украшением самого романтичного сада Москвы.","ГАУК г. Москвы МГС «Эрмитаж», в теневой части сада рядом с детской площадкой",37.60817,5cabef54-8895-4fcf-a975-98567657d5e2,"{'type': 'Point', 'coordinates': [37.60817, 55.770236]}"
6,881824108,28,«Бюст с постаментом Данте Алигьери»,55.771046,['Скульптор Ринальдо Пирас'],,Естественный камень,"Памятник Данте Алигьери установлен в саду «Эрмитаж» в 2000 году и передан в дар Москве правительством Италии при участии общества имени Данте Алигьери. Этот бюст был выполнен итальянским скульптором Ринальдо Пирасом. Высеченная на памятнике цитата из «Божественной комедии» в переводе русского поэта Михаила Леонидовича Лозинского: «Он возжелал свободы столь бесценной, как знают все, кто жизнь ей отдает» стала посвящением самому Данте и его высоким стремлениям.","ГАУК г. Москвы МГС «Эрмитаж», у театра «Новая Опера» им. Е.В.Колобова",37.608552,d39e8ded-c2db-4210-b5b9-5ea0ce2ad0e5,"{'type': 'Point', 'coordinates': [37.608552, 55.771046]}"
7,881824114,29,«Бюст композитора П.И. Чайковского»,55.771191,['Предположительно скульптор Кирпичникова Татьяна Сергеевна'],,Мрамор,"Памятник-бюст П.И. Чайковского установлен в саду «Эрмитаж» в 2011 году и расположен около летней эстрады, в северной части сада. Белоснежный невысокий, памятник величайшего композитора выполнен из светло-серого мрамора с темными вкраплениями и покрыт несколькими слоями белой масляной краски.","ГАУК г. Москвы МГС «Эрмитаж», справа от летней эстрады",37.607766,8da22279-c962-471e-a900-ea81d31be2c6,"{'type': 'Point', 'coordinates': [37.607766, 55.771191]}"
8,881824122,30,«Бюст композитора М.И. Глинки»,55.771127,['Предположительно скульптор Гинцбург Илья Яковлевич'],,Мрамор,"Памятник-бюст М.И. Глинки установлен в саду «Эрмитаж» в 2011 году и расположен в северной части сада, неподалеку от летней эстрады. Памятник выполнен из светло-серого мрамора с темными вкраплениями и покрыт несколькими слоями белой масляной краски.","ГАУК г. Москвы МГС «Эрмитаж», слева от летней эстрады",37.607459,18496932-4c19-42f1-8061-b52627eb93d7,"{'type': 'Point', 'coordinates': [37.607459, 55.771127]}"
9,881824135,31,Памятник скульптура «Половецкая баба»,55.667065,['Неизвестный автор'],,Камень песчаник,Скульптура каменная «Половецкой бабы» из серого песчаника.,"Московский государственный объединенный музей-заповедник (МГОМЗ), территория «Коломенское»",37.668338,14629c9b-7dc8-4d6d-aec7-df42b9fcec4e,"{'type': 'Point', 'coordinates': [37.668338, 55.667065]}"
10,881824143,32,Скульптура «Петр Первый»,55.667229,['Скульптор Франгулян Георгий Вартанович'],1998.0,Бронза,"Копия знаменитой скульптуры «Петр Первый», памятника «Петру Первому», установленного в центре Антверпена (Бельгия). Скульптура находится на территории парка во временном, безвозмездном пользовании.","Московский государственный объединенный музей-заповедник (МГОМЗ), территория «Коломенское»",37.667226,65f1c7b8-cbe0-4e34-b298-04d34910430b,"{'type': 'Point', 'coordinates': [37.667226, 55.667229]}"
11,881824147,33,Скульптура «Елизавета Петровна»,55.656284,['Скульптор Франгулян Георгий Вартанович'],2002.0,Бронза,"Авторская копия скульптуры «Царица Елизавета Петровна, дочь Петра Первого», установленного в 2003 году на самой крайней северо-западной точке нашей страны - в Балтийске. Елизавета как бы парит, повернув лицо к Европе, жестом руки указывая на Россию. Скульптура находится на территории парка во временном, безвозмездном пользовании.","Московский государственный объединенный музей-заповедник (МГОМЗ), территория «Коломенское»",37.655886,47fe1452-71b7-47a9-a21f-fc6d2106def1,"{'type': 'Point', 'coordinates': [37.655886, 55.656284]}"
12,881824150,34,«Скульптуры двух львиц»,55.668539,['Неизвестный автор'],2006.0,Белый камень,Воссозданные скульптуры львиц на террасе воссозданного фасада Павильона 1825 года XVII века.,"Московский государственный объединенный музей-заповедник (МГОМЗ), территория «Коломенское»",37.671699,6cbc3a89-bafa-421c-a95e-2ec0a602b78c,"{'type': 'Point', 'coordinates': [37.671699, 55.668539]}"
13,881824153,35,Статуя «Диана»,55.670255,['Неизвестный автор'],,Бетон,Садово-парковая скульптура богини охоты и плодородия Дианы.,"Московский государственный объединенный музей-заповедник (МГОМЗ), территория «Коломенское»",37.669489,1118c794-22f8-4df9-8e1d-fbc6410fe4c5,"{'type': 'Point', 'coordinates': [37.669489, 55.670255]}"
14,881824156,36,Монументальный памятник «Пётр Первый»,55.79107,['Скульптор Кербель Лев Ефимович'],1998.0,Металл,Скульптура из металлического сплава на гранитном пьедестале.,"Московский государственный объединенный музей-заповедник (МГОМЗ), территория «Коломенское», территория «Измайлово»",37.763844,ce5ba351-c7b0-4544-b4b4-b7c9a0588a41,"{'type': 'Point', 'coordinates': [37.763844, 55.79107]}"
15,881824157,37,«Памятник-бюст Н.Э. Бауману»,55.767912,"['Скульптор Одиноко В Н, архитектор Климов В А']",1972.0,Гранит,"Бронзовый памятник-бюст пламенного революционера Николая Эрнестовича Баумана, погибшего в 1905 году, имя которого носит Сад.","ГАУК г. Москвы «Сад КиО им. Н.Э. Баумана», Главная аллея",37.659509,177e0624-846e-4ef0-a407-63a3ef6cd83e,"{'type': 'Point', 'coordinates': [37.659509, 55.767912]}"
16,881824160,38,«Семья»,55.812922,['Скульптор Согоян Фридрих Мкртичевич'],2014.0,Декоративный камень,"Образ молодой семьи, которую составляют собой две фигуры, отца и матери, бережно качающего на руках свое дитя.","ГАУК г. Москвы ПКиО «Лианозовский», парк «Гончаровский», со стороны улицы Руставели",37.588,63b1914e-70a6-4120-9149-a26323fd85d6,"{'type': 'Point', 'coordinates': [37.588, 55.812922]}"
17,881824169,39,«В.И. Ленин и электроплуг»,55.812922,['-'],1988.0,Бронза,"Гранитная композиция, напоминающая борозду.","ГАУК г. Москвы ПКиО «Лианозовский», парк «Гончаровский», со стороны улицы Руставели",37.588,ec4cd19f-1967-4fbf-97a8-08bcdaa26a61,"{'type': 'Point', 'coordinates': [37.588, 55.812922]}"
18,881824187,40,«Мемориал Великой Отечественной Войны»,55.818977,['-'],2000.0,Бетон,Мемориал был открыт в память о погибших на фронте жителях Тимирязевского района города Москвы.,"ГАУК г. Москвы ПКиО «Лианозовский», парк «Дубки», центральный вход",37.566963,01db1a9d-857f-4464-92a4-0b8375832652,"{'type': 'Point', 'coordinates': [37.566963, 55.818977]}"
22,881824224,45,Парковая скульптура «Минерва»,55.61171,['Скульптор Бурганов Александр Николаевич'],2007.0,Композитный материал,"Скульптура, представляющая собой стоящую женскую фигуру древнеримской богини мудрости в шлеме, в длинном хитоне и гиматие с лавровым венком в правой руке и со щитом с изображением головы медузы Горгоны в левой руке. У её ног сидит сова - символ мудрости.","ГБУК г. Москвы «ГМЗ «Царицыно», Центральная часть исторического пейзажного парка",37.685314,bb5285b1-fe41-48bf-abf1-ab05c8ab92a6,"{'type': 'Point', 'coordinates': [37.685314, 55.61171]}"
23,881824227,46,Парковая скульптура «Диана»,55.611872,['Скульптор Бурганов Александр Николаевич'],2007.0,Композитный материал,"Скульптура, представляющая собой стоящую женскую фигуру древнеримской богини охоты в коротком хитоне. За спиной богини колчан со стрелами. У её ног сидит гончая борзая.","ГБУК г. Москвы «ГМЗ «Царицыно», Центральная часть исторического пейзажного парка",37.683722,80951f2f-b5b7-405a-ad87-be87f79dab7e,"{'type': 'Point', 'coordinates': [37.683722, 55.611872]}"
24,881824230,47,Парковая скульптура «Флора»,55.60882,['Скульптор Бурганов Александр Николаевич'],2007.0,Композитный материал,"Скульптура, представляющая собой стоящую женскую фигуру древнеримской богини весны в длинном хитоне без рукавов, украшенном цветами.","ГБУК г. Москвы «ГМЗ «Царицыно», рядом с беседкой «Храм Цереры»",37.686434,32ad5fa3-fd0f-4ddf-890e-13636df6e7aa,"{'type': 'Point', 'coordinates': [37.686434, 55.60882]}"
25,881824231,48,Парковая скульптура «Дриада»,55.611021,['Скульптор Бурганов Александр Николаевич'],2007.0,Композитный материал,"Скульптура, представляющая собой стоящую женскую фигуру лесной нимфы в длинном хитоне и гиматие с арфой в левой руке.","ГБУК г. Москвы «ГМЗ «Царицыно», к югу от беседки «Нерастанкино»",37.687717,72c90e41-1a2b-4602-9725-487985a373b1,"{'type': 'Point', 'coordinates': [37.687717, 55.611021]}"
26,881824272,49,Парковая скульптура «Церера»,55.608899,['Скульптор Бурганов Александр Николаевич'],2007.0,Композитный материал,"Скульптура, представляющая собой стоящую женскую фигуру древнеримской богини плодородия в длинной платье с длинными рукавами со снопом колосьев и серпом в правой руке.","ГБУК г. Москвы «ГМЗ «Царицыно», в центре беседки «Храм Цереры»",37.687336,b21b924a-687e-41dc-8153-3ac31d62ceb3,"{'type': 'Point', 'coordinates': [37.687336, 55.608899]}"
27,881824346,50,Серия скульптур «Материнство»,55.79505,['Скульптор Мачков Борис Алексеевич'],,Камень,Серия скульптур «Материнство»,"ГАУК г. Москвы «ПКиО «Сокольники», Песочная аллея",37.666432,066ab452-cd05-4496-8e3a-c664f52685b5,"{'type': 'Point', 'coordinates': [37.666432, 55.79505]}"
28,881824380,51,А.С. Пушкин,55.794019,['Скульптор Мачков Борис Алексеевич'],,Камень,Памятник А.С. Пушкину,"ГАУК г. Москвы «ПКиО «Сокольники», Песочная аллея",37.670572,a481d7d0-630d-4aac-94d4-eb4f0ac7d69e,"{'type': 'Point', 'coordinates': [37.670572, 55.794019]}"
29,881824467,52,В.И. Ленин,55.795122,"['Скульптор Саркисов Н Е, архитектор Котырев А Н']",1960.0,Гранит,Памятник-пилон В.И. Ленину. На нем укреплена беломраморная доска с барельефным портретом вождя. Рядом надпись: «Владимир Ильич Ленин выступал на территории парка «Сокольники» на митингах трудящихся Сокольнического района 21 июня и 9 августа 1918 года».,"ГАУК г. Москвы «ПКиО «Сокольники», проезд Сокольнического Круга, Фонтанная площадь",37.676343,5de39613-5adc-4e91-8c8a-c5f594847843,"{'type': 'Point', 'coordinates': [37.676343, 55.795122]}"
30,881824496,53,«Фея Главбух»,55.796334,['Скульптор Плохоцкий Антон Михайлович'],2014.0,Металл,"Основанием конструкции служит пирамида, состоящая из кубов с надписями «прибыль», «дебет», «кредит», «сальдо», внутри которой размещена позолоченная фигурка феи.","ГАУК г. Москвы «ПКиО «Сокольники», Майский просек, Денежный сад",37.679509,c5628c62-4116-42ec-8fd4-1a38e5774afa,"{'type': 'Point', 'coordinates': [37.679509, 55.796334]}"
31,881824508,54,Серия скульптур «Материнство»,55.800794,['Скульптор Мачков Борис Алексеевич'],1976.0,Бетон,Серия скульптур «Материнство»,"ГАУК г. Москвы «ПКиО «Сокольники», Митьковский просек, Сиреневый сад",37.67685,99c17590-b354-4f95-862f-7556a617f009,"{'type': 'Point', 'coordinates': [37.67685, 55.800794]}"
32,881824547,55,«Монумент в честь закладки Сиреневого сада»,55.800716,['Неизвестный автор'],1958.0,Гранит,Постамент из красного гранита с текстом о закладке в честь 40-летия ВЛКСМ.,"ГАУК г. Москвы «ПКиО «Сокольники», Митьковский просек, Сиреневый сад",37.676217,78bcfbca-5c7c-4bfb-a3f5-7a35ec342566,"{'type': 'Point', 'coordinates': [37.676217, 55.800716]}"
33,881824565,56,«Мойдодыр»,55.794994,"['Скульпторы Марчел Коробер, Фомина Ольга']",2012.0,Бронза,Бронзовый памятник Мойдодыру - герою сказки К.Чуковского.,"ГАУК г. Москвы «ПКиО «Сокольники», Песочная аллея, рядом с детским городком и мини-зоопарком",37.665977,82898898-c439-4c3b-bc3a-56e9c266f3c7,"{'type': 'Point', 'coordinates': [37.665977, 55.794994]}"
34,881839302,57,«Русское поле»,55.733285,['Скульптор Кравченко Валерий Владимирович'],1997.0,Известняк,"Двухфигурная композиция, изображающая движущегося всадника на лошади. Голова всадника обращена назад.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,9ee7f5b2-8f54-4710-946b-b2fe86d31b0c,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
35,881844551,58,«Но время время Александр Сергеевич»,55.733285,['Скульптор Буйначев Владимир Петрович'],1999.0,Бронза,"Пушкин во весь рост, в согнутой правой руке держит розу. Авторская подпись «Буначев. 99».","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,71ce594e-664d-45b2-9fff-1735af6caff1,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
36,881848132,59,«Фонтан любви фонтан живой»,55.733285,['Скульптор Буйначев Владимир Петрович'],1999.0,Гранит,"На гранитной поверхности фонтана – накидка, перчатки, цилиндр поэта. Авторская подпись «Буначев. 99».","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,bfed65c0-4014-4a1f-a9df-3ea37248f8f3,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
37,881855300,60,«Дуэль»,55.733285,['Скульптор Киевский Олег Олегович'],1999.0,Лабрадорит темно-серый,Фигуры дуэлянтов в плащах и цилиндрах с пистолетами в вытянутых руках. В нижней части справа - авторская подпись «ОК. 99».,"ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,627fa001-0935-46ed-8d9b-5629f3fdc51a,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
38,881859567,61,«Являться муза стала мне»,55.733285,['Скульптор Карелиц Ольга Александровна'],1999.0,Гранит,"Скульптура изображает крылатую музу в длинном платье, стоящую на возвышении с чуть наклоненной головой и прижимающую к сердцу руку.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,81004fc7-2c83-4378-9038-00210cc7141a,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
39,881863708,62,«Победитель»,55.733285,['Скульптор Буйначев Владимир Петрович'],1998.0,Гранит,Стоящий на возвышении юноша держит в поднятых руках лавровый венок. Голова повернута влево.,"ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,57cd5f6f-a443-4956-89a4-ccf9a3592cf7,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
40,881867022,63,«Крылатый ангел вдохновения» («Муза»),55.733285,['Скульптор Корнеев Виктор Иванович'],1999.0,Дерево,"На винтообразном пьедестале, на облаке из камня сидит обнаженная женщина с крыльями и дудочкой в правой руке.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,c04dd07f-efb9-458a-beaf-cfe833668d4b,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
41,881870532,64,«Мечта поэта»,55.733285,['Скульптор Тишин Владимир Викторович'],1999.0,Известняк,"Скульптура изображает стоящую женщину в длинном платье – декольтированном, вечернем с кринолином – слегка повернувшую голову налево, в опущенных руках держит веер.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,d88101c6-b14d-4356-abc3-983291676563,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
42,881874932,65,«Ангел - хранитель московский»,55.733285,['Скульптор Красношлыков Геннадий Иванович'],1997.0,Известняк,Скульптура изображает спящего ангела со сложенными за спиной крыльями.,"ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,0d4860a8-9653-4a53-9a1f-54e2d0986bde,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
43,881880215,66,«Москва-река»,55.733285,['Скульптор Рзаев Фахраддин Рзахан оглы'],1997.0,Известняк,Скульптура представляет собой фигуру полулежащей обнаженной женщины с длинными развевающимися волосами в виде воды. Между ступнями ног авторская подпись «R F 97».,"ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,83d526ec-ad15-47e0-be54-6bdca94a24cd,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
46,881897004,69,«Прикосновение»,55.733285,['Скульптур Королев Виктор Николаевич'],1997.0,Известняк,"Скульптура представляет собой двухфигурную композицию, изображающую мужчину и женщину, нежно обнимающих друг друга.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,9c7a3588-9d0d-4711-a709-37e9c2d5615c,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
47,881897544,70,«Символический камень»,55.733285,"['Скульптуры Буйначев Владимир Петрович, Смирнов Александр Алексеевич, Рзаев Фахраддин Рзахан оглы']",1997.0,Известняк,"Установлен в честь 1 московского симпозиума из камня. Представляет собой частично обработанный блок известняка неправильной формы, на лицевой поверхности располагаются авторские росписи участников – 12 подписей.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,0f290a5c-3215-47d4-bb9e-9d91a74d260d,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
48,881897585,71,«Прииде брате ко мне в Москов»,55.733285,['Скульптор Буйначев Владимир Петрович'],1997.0,Известняк,"Двусторонний белокаменный барельеф в форме неправильного параллелепипеда на блоке, на левой стороне барельефа изображен работающий строитель, возводящий город; на оборотной стороне Георгий Победоносец. Под изображением строителя подпись «Прииде, брате, ко мне в Московъ».","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,1dff1fd5-ca88-4983-9701-7a479c2175b6,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
49,881897601,72,«Царь-Пушка»,55.733285,['Скульптор Дронов Михаил Викторович'],1997.0,Известняк,"Скульптура состоит из двух частей, пушка и ядро, установленные в едином бетонном основании серого цвета.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,0c00584d-7d00-42a0-83ae-3c289dc6e249,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
52,881897711,75,«Метание ядра»,55.733285,['Скульптор Малютов Сергей Константинович'],1998.0,Известняк,"Обнаженная спортсменка, приготовившаяся к метанию ядра. Левая нога отставлена в сторону и согнута в колене, руки подняты к плечам, в правой руке - ядро. Голова чуть откинута назад и вправо. Под левой ногой - авторская подпись.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,57bb2ab1-ae2c-42dd-858e-86cf8e69b6de,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
53,881897712,76,«Посвящение защитникам Москвы»,55.733285,['Скульптор Корнеев Виктор Иванович'],1997.0,Металл,"Изображение обнаженного торса сидящего воина, слегка наклонившегося и опирающегося на правую руку. Левая рука согнута и касается груди. На торсе имеются декоративные бронзовые накладки (три спереди и три сзади).","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,eeb3df36-919d-408a-b1d4-c3c46ccd0d74,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
54,881897728,77,«Ангел-хранитель»,55.733285,['Скульптор Смирнов Александр Александрович'],1998.0,Дерево,"Известняк, дерево (дуб), окраска (синий цвет). Крылатая фигура ангела-хранителя с вытянутой вперед правой рукой, стоящего на островах облака. На крыльях, рукавах и подоле геометрический рисунок, персонаж окрашен в синий цвет.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,05a64ab9-3b34-4a9e-a7fa-88d0f0f1ecc6,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
55,881897731,78,«Игры с быком» («Танцующая на быке»),55.733285,['Скульптор Салават Щербаков'],1998.0,Дерево,"Танцующая на быке девушка с развевающимися волосами в длинном платье, выгнувшись назад в талии, крепко обхватив руками быка и чуть касаясь головой его спины. Девушка застыла в сложном пируэте.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,706533f4-acc5-496e-b095-c5537bfaa9a3,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
56,881897734,79,«Борец Сумо»,55.733285,['Скульптор Левинская Мария Олеговна'],1998.0,Известняк,"Спортсмен в традиционной позе и одежде борца сумо, приготовившегося к бою.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,ccaae3de-9520-48ab-a3ac-da7eae3ca27c,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
57,881897748,80,«Борцы»,55.733285,['Скульптор Чумаков Всеволод Александрович'],1998.0,Известняк,Скульптура изображает двух мужчин в один из моментов борьбы армрестлинг. На ягодице одного борцов подпись автора: «Чв 98».,"ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,9c86b9d8-4ba1-4c86-9b0c-cb355dc367e6,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
58,881897749,81,«Гимнастка»,55.733285,['Скульптор Шпичинецкая Алина Григорьевна'],1998.0,Известняк,Скульптура изображает сидящую на коленях девушку-гимнастку. Левой рукой опирается на мяч.,"ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,09ae204d-4d5b-4183-860b-e5f96ba0ed8e,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
59,881898481,82,«Гиревик»,55.733285,['Скульптор Феклин Никита Николаевич'],1998.0,Известняк,"Скульптурное изображение стоящего обнаженного спортсмена, собирающегося поднять гирю. Правая рука держит гирю, голова повернута влево.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,df344a93-008e-4055-8a2e-6f0c1ba937ae,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
60,881898484,83,«Запасной игрок»,55.733285,['Скульптор Архангельский Александр Анатольевич'],1998.0,Известняк,"Сидящий на земле мальчик с подогнутой правой ногой, прижимающий лежащий рядом гандбольный мяч. Голова наклонена чуть вперед.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,51d0dcff-1fbe-4bab-b46f-9990f7493a19,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
61,881898489,84,«Вратарь»,55.733285,['Скульптор Осиновский Юрий Леонидович'],1998.0,Известняк,"Скульптурное изображение мальчика-вратаря в момент броска за мячом. Он присел, согнулся почти до земли, стараясь поймать мяч. На плинте - две авторские подписи.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,63d5b17a-06b4-4e5e-a15f-0c112d874519,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
62,881898491,85,«Преодоление»,55.733285,['Скульптор Шпичинецкий Григорий Ефимович'],1998.0,Известняк,"Скульптура изображает атлетически сложенного мужчину, поднимающегося с земли. У правой стопы - авторская подпись.","ЦПКиО им. М. Горького, Парк искусств Музеон",37.606738,43355296-a293-4179-a8c9-84dd08e35e53,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
63,881898492,86,«Девушка с мячом»,55.733285,['Скульптор Новиков'],1998.0,Известняк,Скульптура изображает присевшую на правое колено девушку с мячом в руках.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,b8a79093-1840-4eb5-91f5-7f9bebead6a9,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
64,881898494,87,«Русалка»,55.733285,['Скульптор Лебедева'],1999.0,Известняк,Скульптура изображает лежащую на боку русалку.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,39ef9c16-ea54-44c3-88a9-454b89b553cb,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
65,881898496,88,«Адам и Ева»,55.733285,['Скульптор Маргаритова'],1998.0,Известняк,"Скульптура изображает обнаженных Адама и Еву, стоящих под яблоней. Адам левой рукой обнимает прижавшуюся к его плечу Еву.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,903a0ff1-36d6-4beb-9df4-ccd7fc5234c9,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
66,881898500,89,«Пирамида»,55.733285,['Скульптор Повзнер'],1998.0,Известняк,"Обобщенные изображения гимнастов, выполняющих упражнение – пирамиду.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,4db127b8-8170-41f5-acf9-7f9cc8d13d0c,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
68,881898509,91,«Памятник Сталину Иосифу Виссарионовичу»,55.733285,['Скульптор Меркуров'],1938.0,Гранит,"Однофигурная композиция в полный рост, одет в длинную шинель, поле которой широкими складками падает вниз, левая пола откинута, из-под шинели виден френч, брюки заправлены в сапоги. Голова непокрыта, немного повернута вправо. Правая рука заложена за борт френча, в левой зажаты листки бумаги.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,4a927e80-571c-41f8-b631-dc3ac764b6e4,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
75,881898540,98,«Портрет Л.И. Брежнева»,55.733285,"['Скульпторы Думанян, Орехов']",,Мрамор,"Поясная скульптура, в руке листы доклада.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,a77ef9cf-ca54-497e-9110-00be236c7e5b,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
76,881898542,99,Скульптурный портрет «Брежнев Леонид Ильич»,55.733285,['Скульптор Бичуков'],981.0,Мрамор,"Выполнен в виде полуфигуры, высеченный из монолитного мраморного блока, выступающего с трибуны. Одет в пиджак, рубашку, галстук, руки слегка согнуты в локтях и кисти опираются на верхнюю часть трибуны.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,8ad27c46-4a62-4b8f-8d59-0703879cc1e7,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
77,881898544,100,«Портрет В.И. Ленина»,55.733285,['Скульптор Бичуков'],1981.0,Мрамор,"Бюст вождя оплечно, в галстуке.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,9cdfd12c-5f73-4e03-94ec-f9a14926d8fa,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
78,881898545,101,«Портрет Ревицкого»,55.733285,['Скульптор Бородай'],,Мрамор,"Портрет пожилого человека с большими усами, широкими бровями.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,b4e68ed7-c42e-41d3-b8c6-104b63225380,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
79,881898569,102,«Большой мяч»,55.733285,['Скульптор Малютов'],2007.0,Гранит,"Маленький мальчик большого размера, обняв мяч, сидит на земле. Голова со стороны левого уха лежит на мяче, глаза закрыты. Руки направлены вперед под углом 45 градусов от торса и сжимают большой мяч. Авторская подпись – внизу сзади.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,214b5510-d357-4e4b-b1d5-f1070a21db0e,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
